0	0	0	0	1071	1032
0	0.0007438	0.081875	0.006622	1071	1032
0	0.0007911	0.153497	0.0094332	1071	1032
0	0.0007969	0.223246	0.0117182	1071	1032
0	0.0008121	0.292386	0.0149463	1071	1032
0	0.0008177	0.361528	0.0187028	1071	1032
0	0.0008242	0.430767	0.0219586	1071	1032
0	0	0	0	1071	1032
0	0.0003668	0.0690673	0.002047	1071	1032
0	0.0005168	0.138223	0.0042484	1002	979
0	0.0007562	0.20744	0.0076405	705	749
0	0.000953	0.276607	0.0097916	657	635
0	0.0013557	0.345827	0.012088	664	611
0	0.0016623	0.41503	0.0144372	664	583
0	0	0	0	664	579
0	0.0003801	0.0691772	0.0022615	664	579
0	0.000447	0.13805	0.0056036	664	578
0	0.0004528	0.2073	0.0088995	664	578
0	0.001207	0.27635	0.0108785	664	582
0	0.0016263	0.345207	0.0128585	664	583
0	0.0016329	0.414362	0.0159928	664	583
0	0	0	0	664	583
0	5.6e-06	0.069237	0.002	664	583
0	0.0005444	0.138014	0.0041112	661	580
0	0.0010118	0.206666	0.0061472	659	579
0	0.0010176	0.275744	0.0100568	659	579
0	0.0017089	0.344292	0.0130263	658	577
0	0.0019477	0.412761	0.0151681	658	576
0	0	0	0	658	575
0	0.0004331	0.0687795	0.0020965	661	577
0	0.0006032	0.137718	0.0042219	665	580
0	0.0010439	0.206632	0.0076553	666	580
0	0.0012438	0.275757	0.0097726	667	580
0	0.0013757	0.344704	0.0126888	671	582
0	0.0013807	0.414038	0.016121	671	582
0	0	0	0	671	583
0	6.4e-06	0.0692991	0.002047	671	583
0	1.32e-05	0.138544	0.0054405	671	583
0	3.01e-05	0.208658	0.0075377	671	583
0	0.0002532	0.277752	0.0095859	671	586
0	0.0005263	0.344121	0.013185	670	598
0	0.0014311	0.387935	0.0153558	670	600
0	0.0014373	0.43213	0.0175555	670	600
0	0	0	0	670	600
0	5.2e-06	0.0440441	0.0023689	670	600
0	1.05e-05	0.0881976	0.0046712	670	600
0	1.7e-05	0.132448	0.0066768	670	600
0	2.27e-05	0.176709	0.0086623	670	600
0	0.00044	0.244353	0.0109424	671	595
0	0.0009963	0.313433	0.0130889	674	586
0	0.0013456	0.38258	0.0158217	675	583
0	0.0018166	0.452041	0.018147	675	583
0	0	0	0	675	583
0	7.5e-06	0.0694147	0.0020675	675	583
0	1.27e-05	0.138743	0.0050206	675	583
0	1.78e-05	0.208116	0.0071337	675	583
0	2.43e-05	0.277643	0.0117334	675	583
0	3.35e-05	0.346973	0.0143271	675	583
0	4.22e-05	0.416282	0.0177546	675	583
0	0	0	0	674	583
0	0.0010298	0.0691648	0.0020452	672	583
0	0.0010363	0.13851	0.0042763	672	583
0	0.0015813	0.207449	0.0080812	671	582
0	0.0015883	0.276726	0.0113224	671	582
0	0.0015943	0.345956	0.0147463	671	582
0	0.0028816	0.414902	0.0179533	671	581
0	0	0	0	671	581
0	7.3e-06	0.0692012	0.0032494	671	581
0	1.6e-05	0.138417	0.006895	671	581
0	2.14e-05	0.207651	0.00913	671	581
0	2.68e-05	0.276988	0.0127581	671	581
0	3.19e-05	0.346182	0.0160429	671	581
0	3.74e-05	0.415463	0.0181888	671	581
0	0	0	0	671	581
0	6e-06	0.069202	0.0033556	671	581
0	0.0013278	0.138494	0.005482	671	581
0	0.0014805	0.207785	0.0090477	671	581
0	0.0018724	0.277099	0.0123028	669	582
0	0.0018847	0.346382	0.0156579	669	582
0	0.0023291	0.41558	0.0178222	861	378
0	0	0	0	1070	98
0	0.000199	0.0693934	0.0020353	1087	61
0	0.0007429	0.138592	0.0040334	1091	58
0	0.0012824	0.207794	0.0061413	1102	53
